original_row_id,merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,has_settlement_account,merchant_status,declared_avg_ticket_size,ticket_size_was_negative,is_suspended_or_blocked,missing_mcc_or_category,category_median_ticket_size,id_collision_flag
2000,MCH3810,Mallick-Lall,5411.0,Grocery,Private Limited,Lucknow,Uttar Pradesh,2025-12-07 00:00:00,XXXX7137,True,Suspended,630.92,False,True,False,1233.545,False
5217,MCH3811,"bhat, anand and bakshi",,Hotel,Individual,Bengaluru,Karnataka,,4680162216,True,Active,563.14,False,False,True,1161.77,False
3326,MCH3817,Subramanian Group,5311.0,Department Store,Sole Proprietor,Ludhiana,Punjab,,XXXX6376,True,Active,3916.72,False,False,False,1356.755,False
5916,MCH3818,Gopal-Khalsa,4814.0,Telecom,Partnership,Amritsar,Punjab,,,False,Active,200.35,False,False,False,1213.17,False
5528,MCH3819,Butala-Patla,5999.0,Misc Retail,Individual,Delhi,Delhi,2023-04-08 00:00:00,XXXX5729,True,Active,2466.12,False,False,False,1276.92,False
2239,MCH3820,Behl LLC,5311.0,Department Store,Partnership,Jalandhar,Punjab,2023-05-30 00:00:00,8600214749,True,Inactive,983.06,False,False,False,1356.755,False
1392,MCH3822,Anne and Sons,5411.0,Grocery,Private Limited,Amritsar,Punjab,2026-01-21 20:10:57,,False,Active,2115.91,False,False,False,1233.545,False
377,MCH3824,Chand-Sarna,5812.0,Restaurant,Sole Proprietor,Kolkata,West Bengal,2025-08-24 00:00:00,,False,Active,733.85,False,False,False,1327.31,False
2250,MCH3829_1,Bansal Ltd,7011.0,Hotel,Private Limited,Pune,Maharashtra,2024-12-04 00:00:00,XXXX7846,True,Active,2565.33,False,False,False,1161.77,True
5497,MCH3829_2,"Seshadri, Bansal and Ahluwalia",5311.0,Department Store,Sole Proprietor,Pune,Maharashtra,2024-09-20 00:00:00,8781513092,True,Inactive,1296.0,False,False,False,1356.755,True
1558,MCH3835,"Pillai, Ratti and Chaudhuri",4814.0,Mobile Recharge,Partnership,Ludhiana,Punjab,2023-01-15 10:05:00,4590776710,True,Inactive,6901.65,False,False,False,1108.585,False
809,MCH3837_1,"Balakrishnan, Mane and Ranganathan",5812.0,Restaurant,Partnership,Delhi,Delhi,2025-03-22 23:37:10,XXXX2369,True,Active,866.44,False,False,False,1327.31,True
753,MCH3837_2,Bhat Group,5311.0,Department Store,Individual,Delhi,Delhi,2026-01-17 00:00:00,XXXX7816,True,Active,,True,False,False,1356.755,True
1794,MCH3837_3,"Char, Naik and Sachdev",5999.0,Misc Retail,Private Limited,Delhi,Delhi,2026-01-25 00:00:00,XXXX8517,True,Active,5233.0,False,False,False,1276.92,True
1982,MCH3837_4,"Sankar, Dass and Sarna",7011.0,Hotel,Sole Proprietor,Lucknow,Uttar Pradesh,2024-04-01 00:00:00,,False,Active,568.41,False,False,False,1161.77,True
381,MCH3841,"SANDHU, KHOSLA AND GUHA",5999.0,Misc Retail,Partnership,Bengaluru,Karnataka,2024-09-16 00:00:00,7616513593,True,Closed,2207.18,False,False,False,1276.92,False
2891,MCH3842_1,"Rao, Rajagopal and Ratti",4131.0,Transportation,Private Limited,Jaipur,Rajasthan,2024-01-27 00:00:00,,False,Active,444.1,False,False,False,1225.12,True
6011,MCH3842_2,"Walia, Khatri and Dey",4131.0,Transportation,Individual,Ludhiana,Punjab,2023-05-20 20:08:15,,False,Inactive,,False,False,False,1225.12,True
1405,MCH3845_1,Barad-Hayre,5999.0,Misc Retail,Private Limited,Hyderabad,Telangana,,7981739720,True,Inactive,,True,False,False,1276.92,True
765,MCH3845_2,Hora-Bath,4131.0,Transportation,Individual,Bengaluru,Karnataka,2024-08-16 14:46:25,8760940800,True,Active,2098.39,False,False,False,1225.12,True
2370,MCH3846_1,  Khanna-Badal  ,5311.0,Retail,Private Limited,Delhi,Delhi,2025-04-18 21:01:00,9124984839,True,Active,3521.78,False,False,False,1126.42,True
1450,MCH3846_2,Nagi-Chacko,5411.0,Grocery,Private Limited,Hyderabad,Telangana,2024-08-21 00:00:00,EAUK5999855393021,True,Active,1055.18,False,False,False,1233.545,True
1849,MCH3847,  Nair PLC  ,5311.0,Retail,Sole Proprietor,Pune,Maharashtra,,,False,Active,660.47,False,False,False,1126.42,False
2684,MCH3849,Das-Ratta,4814.0,Mobile Recharge,Individual,Chennai,Tamil Nadu,2024-06-13 00:11:00,MLDH2446114366761,True,Active,4368.0,False,False,False,1108.585,False
2558,MCH3853,Bhat-Dutt,5411.0,Grocery,Sole Proprietor,Hyderabad,Telangana,2023-03-05 00:00:00,,False,Active,,False,False,False,1233.545,False
4197,MCH3854,"Was0n, Chauhan and Gh0se",5812.0,Restaurant,Private Limited,Hyderabad,Telangana,2025-09-01 00:00:00,FZNK7723155067265,True,Active,528.0,False,False,False,1327.31,False
1979,MCH3856_1,"MUKHOPADHYAY, LOYAL AND PARSA",5812.0,Restaurant,Sole Proprietor,Delhi,Delhi,2024-10-12 00:00:00,,False,Active,9442.27,False,False,False,1327.31,True
2682,MCH3856_2,"Pandit, Karnik and Kurian",5912.0,Pharmacy,Individual,Ludhiana,Punjab,2025-07-07 00:00:00,,False,Active,755.4,False,False,False,1300.55,True
1546,MCH3856_3,"Sankaran, Anne and Buch",5812.0,Restaurant,Individual,Kolkata,West Bengal,2025-05-06 17:56:20,XXXX0835,True,Active,454.0,False,False,False,1327.31,True
4190,MCH3859,"mall, bassi and seshadri",5411.0,Grocery,Partnership,Mumbai,Maharashtra,,,False,Active,610.0,False,False,False,1233.545,False
2219,MCH3860,sama group,5699.0,Apparel,Sole Proprietor,Chennai,Tamil Nadu,2023-10-03 00:00:00,,False,Active,448.66,False,False,False,1252.4299999999998,False
1597,MCH3869,HEGDE LTD,,Department Store,Partnership,Pune,Maharashtra,2026-01-28 22:35:06,,False,Active,,True,False,True,1356.755,False
2953,MCH3872,Krish Group,5699.0,Apparel,Partnership,Amritsar,Punjab,2024-03-14 00:00:00,,False,Active,3660.6,False,False,False,1252.4299999999998,False
3053,MCH3873,"DUGAL, THAKUR AND PURI",7011.0,Hotel,Private Limited,Jalandhar,Punjab,2023-07-02 00:00:00,,False,Active,1499.22,False,False,False,1161.77,False
2435,MCH3874,"Dora,DeshpandeandSeth",,Mobile Recharge,Private Limited,Jalandhar,Punjab,2024-05-18 00:12:00,XXXX2093,True,Active,1119.69,False,False,True,1108.585,False
989,MCH3875_1,Kade and Sons,4814.0,Mobile Recharge,Private Limited,Pune,Maharashtra,2024-01-12 14:12:35,,False,Active,3073.34,False,False,False,1108.585,True
944,MCH3875_2,natt ltd,5812.0,Restaurant,Private Limited,Jalandhar,Punjab,2025-04-07 00:00:00,,False,Active,4372.03,False,False,False,1327.31,True
3242,MCH3880_1,Gole and Sons,5999.0,Misc Retail,Partnership,Hyderabad,Telangana,2024-10-02 00:00:00,,False,Active,4989.21,False,False,False,1276.92,True
4495,MCH3880_2,Raja and Sons,5912.0,Pharmacy,Private Limited,Jaipur,Rajasthan,,,False,Active,641.53,False,False,False,1300.55,True
1895,MCH3880_3,Sankaran-M0dy,4131.0,Transportation,Sole Proprietor,Hyderabad,Telangana,2026-02-26 18:34:00,XXXX4851,True,Active,794.44,False,False,False,1225.12,True
3319,MCH3882,Kannan PLC,5912.0,Pharmacy,Individual,Pune,Maharashtra,2024-06-08 00:00:00,4780136395,True,Active,1470.9,False,False,False,1300.55,False
2259,MCH3883,Vohra and Sons,7011.0,Hotel,Individual,Mumbai,Maharashtra,2023-11-17 00:00:00,1962011949,True,Active,,True,False,False,1161.77,False
2481,MCH3885,  Thakur Inc  ,4131.0,Transportation,Private Limited,Chennai,Tamil Nadu,,8680968188,True,Active,618.81,False,False,False,1225.12,False
634,MCH3886,Gandhi Inc,5812.0,Restaurant,Sole Proprietor,Kolkata,West Bengal,2025-12-18 00:00:00,XXXX0009,True,Active,,True,False,False,1327.31,False
3255,MCH3887,Pa11a-Sah0ta,7011.0,Hotel,Partnership,Kolkata,West Bengal,2025-11-19 10:50:37,EUVX7549332799238,True,Inactive,1596.95,False,False,False,1161.77,False
1487,MCH3888,"Gandhi, Cherian and Chhabra",4814.0,Mobile Recharge,Partnership,Hyderabad,Telangana,2025-02-27 00:00:00,8744798624,True,Active,,True,False,False,1108.585,False
5512,MCH3889_1,Bhagat-Sarna,7011.0,Hotel,Sole Proprietor,Kolkata,West Bengal,2024-06-21 09:31:16,XXXX2885,True,Active,2088.06,False,False,False,1161.77,True
3745,MCH3889_2,upadhyay-chaudhry,4131.0,Transportation,Individual,Ludhiana,Punjab,2026-01-16 00:00:00,5975404049,True,Active,,False,False,False,1225.12,True
338,MCH3890,Tata-Bal,,Pharmacy,Individual,Pune,Maharashtra,2026-02-22 00:00:00,,False,Active,668.0,False,False,True,1300.55,False
1741,MCH3893_1,Dhingra-Chaudhuri,5912.0,Pharmacy,Sole Proprietor,Chennai,Tamil Nadu,2025-08-03 00:00:00,XXXX2466,True,Active,2445.5,False,False,False,1300.55,True
4125,MCH3893_2,"Kapadia, Keer and Oak",5812.0,Restaurant,Private Limited,Amritsar,Punjab,2023-12-10 00:00:00,LOCC9278519241012,True,Active,,True,False,False,1327.31,True
4526,MCH3895,Wable-Sarna,,Hotel,Private Limited,Jaipur,Rajasthan,2024-06-20 00:00:00,,False,Closed,797.39,False,False,True,1161.77,False
1661,MCH3896,"  Bansal, Thakkar and Dar  ",5942.0,Books & Stationery,Sole Proprietor,Bengaluru,Karnataka,2023-04-20 00:00:00,HRLW3110428710394,True,Active,,False,False,False,1167.225,False
5079,MCH3898,Wadhwa-Sahni,5699.0,Apparel,Private Limited,Ludhiana,Punjab,2025-08-05 00:00:00,,False,Active,,False,False,False,1252.4299999999998,False
3,MCH3899,  Goswami-Bath  ,4131.0,Transportation,Sole Proprietor,Hyderabad,Telangana,2023-01-14 00:00:00,,False,Active,,True,False,False,1225.12,False
2878,MCH3900,Mand-Bedi,5812.0,Restaurant,Private Limited,Kolkata,West Bengal,2025-02-20 00:00:00,XXXX1674,True,Active,1036.74,False,False,False,1327.31,False
3043,MCH3903,"KHARE, BALASUBRAMANIAN AND MITAL",5942.0,Books & Stationery,Sole Proprietor,Jaipur,Rajasthan,2024-08-25 14:04:47,7400031518,True,Active,3531.21,False,False,False,1167.225,False
359,MCH3907_1,"Andra, Chakrabarti and Khalsa",5311.0,Department Store,Sole Proprietor,Mumbai,Maharashtra,,OAMS4252276899430,True,Active,1320.29,False,False,False,1356.755,True
1668,MCH3907_2,"Goswami, Chaudhary and Nanda",4814.0,Mobile Recharge,Individual,Ludhiana,Punjab,2025-06-13 00:00:00,,False,Active,552.22,False,False,False,1108.585,True
1283,MCH3907_3,"oza, sachdev and sarkar",5812.0,Restaurant,Private Limited,Jalandhar,Punjab,,XXXX6224,True,Active,2184.56,False,False,False,1327.31,True
1299,MCH3908,Kanda LLC,5999.0,Misc Retail,Sole Proprietor,Pune,Maharashtra,2024-07-05 00:00:00,2653904246,True,Active,,True,False,False,1276.92,False
6166,MCH3911_1,Bera-Pingle,5912.0,Pharmacy,Private Limited,Hyderabad,Telangana,2023-09-13 22:36:02,,False,Closed,1548.45,False,False,False,1300.55,True
3800,MCH3911_2,"  Majumdar, Sane and Raval  ",5812.0,Restaurant,Sole Proprietor,Pune,Maharashtra,2025-09-05 21:26:37,2993218520,True,Inactive,2093.32,False,False,False,1327.31,True
4595,MCH3913,Tank-Pathak,5311.0,Department Store,Individual,Jalandhar,Punjab,,,False,Active,2215.86,False,False,False,1356.755,False
5102,MCH3916,"Parmer, Chakrabarti and Sibal",4131.0,Transportation,Individual,Jaipur,Rajasthan,2025-01-03 00:00:00,XXXX6443,True,Active,794.0,False,False,False,1225.12,False
806,MCH3917,CHOWDHURY-PANDIT,,Apparel,Private Limited,Hyderabad,Telangana,2023-04-02 00:00:00,XXXX2174,True,Active,,True,False,True,1252.4299999999998,False
4701,MCH3920,SharmaLLC,,Books & Stationery,Private Limited,Lucknow,Uttar Pradesh,2024-06-23 21:51:00,1753085069,True,Suspended,1885.7,False,True,True,1167.225,False
5886,MCH3925_1,Buch-Zachariah,5999.0,Misc Retail,Partnership,Amritsar,Punjab,2025-01-03 20:26:00,BUKN1515786567969,True,Active,,True,False,False,1276.92,True
1832,MCH3925_2,Rana-Sehga1,5912.0,Pharmacy,Individual,Chennai,Tamil Nadu,,IFJH9817043350326,True,Inactive,,True,False,False,1300.55,True
172,MCH3926,Master-Sarin,5999.0,Misc Retail,Individual,Hyderabad,Telangana,2025-05-08 00:00:00,,False,Active,1913.5,False,False,False,1276.92,False
1123,MCH3927,Basak-Shukla,4814.0,Mobile Recharge,Private Limited,Jalandhar,Punjab,2023-03-18 00:00:00,KBJY1537538735375,True,Closed,980.64,False,False,False,1108.585,False
1260,MCH3930,Kashyap-Rastogi,5699.0,Apparel,Individual,Lucknow,Uttar Pradesh,,XXXX4709,True,Active,510.04,False,False,False,1252.4299999999998,False
5706,MCH3935_1,Majumdar-Aggarwal,5311.0,Department Store,Private Limited,Delhi,Delhi,2024-07-07 10:50:51,5282295543,True,Active,3614.23,False,False,False,1356.755,True
6032,MCH3935_2,Natarajan-Karnik,4814.0,Telecom,Sole Proprietor,Delhi,Delhi,2025-04-23 00:23:30,,False,Active,461.4,False,False,False,1213.17,True
5822,MCH3936,Bath Inc,5411.0,Grocery,Individual,Lucknow,Uttar Pradesh,2023-06-13 00:00:00,,False,Active,879.38,False,False,False,1233.545,False
5392,MCH3938,Acharya Group,7011.0,Hotel,Sole Proprietor,Kolkata,West Bengal,2024-10-17 00:00:00,,False,Active,2349.37,False,False,False,1161.77,False
5415,MCH3940,Chad-Dara,,Grocery,Partnership,Chennai,Tamil Nadu,2024-11-09 00:00:00,XXXX0176,True,Active,,True,False,True,1233.545,False
4297,MCH3941_1,Bassi-Deshmukh,4814.0,Telecom,Individual,Amritsar,Punjab,2025-10-25 00:00:00,,False,Active,979.98,False,False,False,1213.17,True
3692,MCH3941_2,"Khanna, Sama and Korpal",,Misc Retail,Sole Proprietor,Pune,Maharashtra,,,False,Active,1016.43,False,False,True,1276.92,True
3176,MCH3945,Mukhopadhyay-Raghavan,4131.0,Transportation,Sole Proprietor,Mumbai,Maharashtra,2023-03-05 00:00:00,XXXX6774,True,Active,942.71,False,False,False,1225.12,False
4437,MCH3946,Dhar-Buch,5812.0,Restaurant,Partnership,Delhi,Delhi,2025-07-02 06:28:57,YGDI8437831559376,True,Active,1451.62,False,False,False,1327.31,False
81,MCH3953,"Ray, Minhas and Yohannan",5411.0,Grocery,Sole Proprietor,Kolkata,West Bengal,2023-03-18 00:00:00,XXXX6303,True,Active,8126.93,False,False,False,1233.545,False
1144,MCH3955_1,"Dutta, Boase and Jha",5812.0,Restaurant,Partnership,Jaipur,Rajasthan,,7839475828,True,Active,935.24,False,False,False,1327.31,True
61,MCH3955_2,"Swamy, Dhingra and Sheth",5311.0,Department Store,Individual,Chennai,Tamil Nadu,2024-11-25 00:00:00,,False,Suspended,508.0,False,True,False,1356.755,True
2484,MCH3956,Kota Ltd,5311.0,Department Store,Private Limited,Hyderabad,Telangana,2023-11-14 00:00:00,,False,Active,656.81,False,False,False,1356.755,False
2686,MCH3959,"Kant, Goel and Pradhan",5999.0,Misc Retail,Individual,Hyderabad,Telangana,2025-03-19 00:00:00,XXXX9762,True,Active,1214.73,False,False,False,1276.92,False
2697,MCH3964,"Bala, Chanda and Loyal",5942.0,Books & Stationery,Partnership,Jaipur,Rajasthan,2023-09-05 00:00:00,CFOS0283411374388,True,Active,2002.33,False,False,False,1167.225,False
531,MCH3966,NATH-DIXIT,5411.0,Grocery,Partnership,Pune,Maharashtra,2023-08-21 00:00:00,XXXX2614,True,Active,1005.47,False,False,False,1233.545,False
3958,MCH3968,"Peri, Sane and Mohanty",5812.0,Restaurant,Individual,Mumbai,Maharashtra,2024-10-06 04:21:00,,False,Active,1174.15,False,False,False,1327.31,False
4122,MCH3970,"Chawla, Sami and Mani",5942.0,Books & Stationery,Sole Proprietor,Pune,Maharashtra,2023-04-25 00:00:00,XXXX3871,True,Active,2506.67,False,False,False,1167.225,False
159,MCH3971,Sura PLC,7011.0,Hotel,Individual,Delhi,Delhi,2024-04-17 13:25:57,,False,Active,748.82,False,False,False,1161.77,False
3357,MCH3974,"Mishra, Baral and Char",5942.0,Books & Stationery,Sole Proprietor,Chennai,Tamil Nadu,2026-02-22 00:00:00,XXXX0042,True,Inactive,2017.65,False,False,False,1167.225,False
1935,MCH3980,Chadha-Raval,5699.0,Apparel,Partnership,Bengaluru,Karnataka,2023-04-14 00:00:00,XXXX9643,True,Active,1323.06,False,False,False,1252.4299999999998,False
3645,MCH3983_1,Behl-Viswanathan,5411.0,Grocery,Partnership,Ludhiana,Punjab,2024-04-23 00:00:00,PHDB4189535389714,True,Active,1037.83,False,False,False,1233.545,True
513,MCH3983_2,"Magar, Tara and Gera",5912.0,Pharmacy,Sole Proprietor,Amritsar,Punjab,2024-12-15 02:44:24,XXXX1963,True,Active,511.0,False,False,False,1300.55,True
998,MCH3984,"wadhwa, sunder and bobal",7011.0,Hotel,Private Limited,Chennai,Tamil Nadu,2023-10-08 16:06:00,QUQR5120846966545,True,Active,1305.55,False,False,False,1161.77,False
798,MCH3987_1,"Dubey, Aggarwa1 and Mangat",5942.0,Books & Stationery,Individual,Hyderabad,Telangana,2024-04-20 00:00:00,OTRE9764440633575,True,Active,474.5,False,False,False,1167.225,True
3957,MCH3987_2,Pandya Inc,,Pharmacy,Partnership,Amritsar,Punjab,2025-10-14 00:00:00,,False,Active,,False,False,True,1300.55,True
4659,MCH3988,Barad-Bawa,7011.0,Hotel,Individual,Amritsar,Punjab,2023-11-20 00:00:00,XXXX1285,True,Active,602.31,False,False,False,1161.77,False
2658,MCH3989,Madan LLC,5411.0,Grocery,Partnership,Jaipur,Rajasthan,2023-09-18 07:54:00,9575202686,True,Active,238.33,False,False,False,1233.545,False
4782,MCH3990,Dey-Chaudhari,5912.0,Pharmacy,Individual,Chennai,Tamil Nadu,2025-03-14 00:00:00,IPYG2797181414167,True,Active,,True,False,False,1300.55,False
4947,MCH3993,VAIDYA LTD,5999.0,Misc Retail,Partnership,Chennai,Tamil Nadu,2023-12-23 03:28:00,YBKO6037061844125,True,Active,372.73,False,False,False,1276.92,False
602,MCH3997_1,Bhatia Inc,4814.0,Mobile Recharge,Partnership,Kolkata,West Bengal,2025-01-19 14:57:11,XXXX8184,True,Inactive,,True,False,False,1108.585,True
4874,MCH3997_2,Chatterjee Group,5999.0,Misc Retail,Individual,Ludhiana,Punjab,2023-04-30 00:00:00,HIRQ3582999375796,True,Suspended,,False,True,False,1276.92,True
220,MCH3998,"krish, tak and peri",4814.0,Telecom,Partnership,Ludhiana,Punjab,2023-08-16 00:00:00,,False,Active,1019.25,False,False,False,1213.17,False
4456,MCH4000,"Dewan, Sunder and Bhakta",5411.0,Grocery,Private Limited,Kolkata,West Bengal,2023-06-25 20:40:27,KUHA3646516215943,True,Active,,True,False,False,1233.545,False
3775,MCH4002,"Bora, Kant and Chauhan",5411.0,Grocery,Individual,Bengaluru,Karnataka,2023-06-16 12:46:40,7171127147,True,Active,,False,False,False,1233.545,False
4688,MCH4006_1,"Guha, Bumb and Bora",,Transportation,Sole Proprietor,Jaipur,Rajasthan,2023-05-02 00:00:00,KYVL1514303273723,True,Active,2379.0,False,False,True,1225.12,True
3322,MCH4006_2,Thakur-Narayan,5411.0,Grocery,Private Limited,Amritsar,Punjab,2024-06-23 00:00:00,0693723278,True,Closed,282.17,False,False,False,1233.545,True
754,MCH4008,"deep, rajagopal and tandon",,Mobile Recharge,Private Limited,Hyderabad,Telangana,2024-06-02 00:03:04,,False,Active,1196.0,False,False,True,1108.585,False
5955,MCH4009_1,Batra Inc,5912.0,Pharmacy,Individual,Bengaluru,Karnataka,2023-02-01 00:00:00,XXXX5230,True,Inactive,1109.0,False,False,False,1300.55,True
4058,MCH4009_2,Deo PLC,4814.0,Mobile Recharge,Sole Proprietor,Kolkata,West Bengal,2025-10-10 23:14:50,,False,Active,1937.0,False,False,False,1108.585,True
4291,MCH4010,"  Barad, Mukherjee and Joshi  ",5411.0,Grocery,Sole Proprietor,Amritsar,Punjab,2024-01-28 00:00:00,,False,Active,992.35,False,False,False,1233.545,False
1727,MCH4021,"BALAKRISHNAN, MISTRY AND VIG",5912.0,Pharmacy,Individual,Hyderabad,Telangana,2025-04-12 00:00:00,4335587264,True,Active,1395.91,False,False,False,1300.55,False
3122,MCH4022_1,"Kade, Sethi and Balakrishnan",,Grocery,Sole Proprietor,Ludhiana,Punjab,2025-03-27 00:00:00,XXXX9200,True,Active,,True,False,True,1233.545,True
499,MCH4022_2,Varughese-Taneja,5699.0,Apparel,Individual,Bengaluru,Karnataka,2025-12-12 06:48:08,SVSY3016666927119,True,Suspended,724.48,False,True,False,1252.4299999999998,True
494,MCH4023,"Dhaliwal, Dugar and Vasa",5942.0,Books & Stationery,Partnership,Chennai,Tamil Nadu,2023-01-02 00:00:00,7015726404,True,Active,,True,False,False,1167.225,False
2510,MCH4024,Choudhury Ltd,5999.0,Misc Retail,Individual,Ludhiana,Punjab,2025-03-28 00:00:00,XSWD9540302475782,True,Active,,True,False,False,1276.92,False
139,MCH4025,  Hegde-Sule  ,5311.0,Retail,Individual,Hyderabad,Telangana,,XXXX6804,True,Inactive,1108.29,False,False,False,1126.42,False
639,MCH4026,NAGY LTD,5812.0,Restaurant,Private Limited,Kolkata,West Bengal,,,False,Active,1027.0,False,False,False,1327.31,False
3672,MCH4027,"Hegde, Ratti and Gera",5411.0,Grocery,Private Limited,Hyderabad,Telangana,2025-02-08 00:00:00,,False,Active,,True,False,False,1233.545,False
5375,MCH4028,TANEJA-BHATTACHARYYA,4131.0,Transportation,Partnership,Lucknow,Uttar Pradesh,2023-07-14 00:00:00,,False,Active,2673.0,False,False,False,1225.12,False
128,MCH4029,Kuruvilla and Sons,5411.0,Grocery,Private Limited,Pune,Maharashtra,,DGMS6783095939908,True,Active,55.43,False,False,False,1233.545,False
1831,MCH4030,Nayar PLC,,Books & Stationery,Private Limited,Amritsar,Punjab,2023-02-08 19:27:00,,False,Active,1079.32,False,False,True,1167.225,False
3345,MCH4031,"Mitra, Bali and Rai",5942.0,Books & Stationery,Private Limited,Lucknow,Uttar Pradesh,2026-01-12 00:00:00,,False,Active,9089.26,False,False,False,1167.225,False
629,MCH4033,Kota PLC,5699.0,Apparel,Individual,Ludhiana,Punjab,2025-02-23 00:33:29,5691989399,True,Active,,True,False,False,1252.4299999999998,False
4944,MCH4034,Tiwari-Lad,5999.0,Misc Retail,Individual,Ludhiana,Punjab,2023-12-13 00:00:00,XXXX6100,True,Suspended,2041.77,False,True,False,1276.92,False
5165,MCH4037,chaudhuri llc,5311.0,Department Store,Individual,Hyderabad,Telangana,2024-11-23 00:00:00,0677487191,True,Active,,True,False,False,1356.755,False
3856,MCH4040,"Bahri, Solanki and Magar",5311.0,Department Store,Private Limited,Chennai,Tamil Nadu,2025-01-28 03:48:23,DNQF3989342164675,True,Active,1173.0,False,False,False,1356.755,False
4189,MCH4041,Salvi-Mishra,5812.0,Restaurant,Sole Proprietor,Amritsar,Punjab,,IIMZ0020327103815,True,Inactive,1291.58,False,False,False,1327.31,False
5828,MCH4042,ROUT-MAHARAJ,5999.0,Misc Retail,Partnership,Amritsar,Punjab,2024-01-12 06:50:00,LYKH2325135629245,True,Active,696.23,False,False,False,1276.92,False
3701,MCH4043_1,choudhry and sons,5912.0,Pharmacy,Private Limited,Bengaluru,Karnataka,2024-02-05 18:00:28,XXXX3422,True,Active,367.6,False,False,False,1300.55,True
391,MCH4043_2,Sodhi Group,5942.0,Books & Stationery,Partnership,Ludhiana,Punjab,,QEIP6568462838668,True,Inactive,,True,False,False,1167.225,True
4426,MCH4047,KAUL-BARAD,5311.0,Department Store,Sole Proprietor,Mumbai,Maharashtra,2025-05-13 00:00:00,XXXX0729,True,Active,986.5,False,False,False,1356.755,False
5594,MCH4048,"Lall, Kara and Uppal",5812.0,Restaurant,Partnership,Jalandhar,Punjab,2024-06-14 00:00:00,,False,Closed,1748.0,False,False,False,1327.31,False
5566,MCH4050_1,"ARYA, DYAL AND AURORA",5411.0,Grocery,Partnership,Kolkata,West Bengal,2026-01-23 02:54:00,,False,Active,980.29,False,False,False,1233.545,True
1433,MCH4050_2,"Sur, N0ri and G011a",5699.0,Apparel,Sole Proprietor,Mumbai,Maharashtra,2024-04-07 00:00:00,PQHJ7829698736069,True,Active,577.94,False,False,False,1252.4299999999998,True
5655,MCH4051_1,Desai-Tank,5812.0,Restaurant,Partnership,Lucknow,Uttar Pradesh,2025-02-21 00:00:00,XXXX7388,True,Active,389.0,False,False,False,1327.31,True
5373,MCH4051_2,Dixit-Chaudry,,Department Store,Private Limited,Lucknow,Uttar Pradesh,2024-08-17 00:00:00,RUAK0632911011346,True,Active,,False,False,True,1356.755,True
4583,MCH4051_3,Sharma-Viswanathan,4131.0,Transportation,Individual,Delhi,Delhi,2025-02-23 00:00:00,,False,Active,1135.12,False,False,False,1225.12,True
4742,MCH4052,Bal-Choudhary,5812.0,Restaurant,Partnership,Jalandhar,Punjab,,XXXX5480,True,Active,2217.99,False,False,False,1327.31,False
3404,MCH4055_1,rai plc,5812.0,Restaurant,Private Limited,Ludhiana,Punjab,2023-08-12 00:00:00,XXXX0097,True,Active,283.42,False,False,False,1327.31,True
4911,MCH4055_2,Sinha-Sundaram,7011.0,Hotel,Individual,Chennai,Tamil Nadu,,BRZM1208408639064,True,Suspended,978.27,False,True,False,1161.77,True
4963,MCH4061,Mody-Vig,5999.0,Misc Retail,Individual,Amritsar,Punjab,2024-07-28 06:12:20,,False,Active,2007.74,False,False,False,1276.92,False
1046,MCH4062,Rana Group,5999.0,Misc Retail,Individual,Mumbai,Maharashtra,2023-09-20 00:00:00,XXXX3317,True,Inactive,1544.23,False,False,False,1276.92,False
3501,MCH4064_1,"Sastry, Sibal and Rajagopal",4131.0,Transportation,Partnership,Lucknow,Uttar Pradesh,2024-11-23 00:00:00,XXXX7853,True,Inactive,,True,False,False,1225.12,True
5184,MCH4064_2,"Sidhu, Kunda and Hayre",7011.0,Hotel,Individual,Pune,Maharashtra,2025-02-05 00:00:00,XXXX9354,True,Active,1462.39,False,False,False,1161.77,True
5328,MCH4066_1,Nazareth Group,,Books & Stationery,Sole Proprietor,Kolkata,West Bengal,2023-01-28 16:03:19,XMZT2343976498711,True,Active,,True,False,True,1167.225,True
468,MCH4066_2,Swaminathan and Sons,5311.0,Department Store,Partnership,Hyderabad,Telangana,2025-05-24 14:56:00,,False,Active,972.63,False,False,False,1356.755,True
1621,MCH4068,Balakrishnan Inc,4814.0,Telecom,Individual,Jalandhar,Punjab,2024-11-23 00:00:00,,False,Active,1322.89,False,False,False,1213.17,False
5076,MCH4072,Singhal-Natarajan,5812.0,Restaurant,Sole Proprietor,Chennai,Tamil Nadu,,XXXX4620,True,Active,2593.54,False,False,False,1327.31,False
6059,MCH4073,Gopal PLC,5812.0,Restaurant,Individual,Jaipur,Rajasthan,2024-12-27 20:52:16,XXXX0031,True,Active,,False,False,False,1327.31,False
5491,MCH4075,  Sankar-Mandal  ,5812.0,Restaurant,Partnership,Ludhiana,Punjab,,XXXX6718,True,Active,1056.32,False,False,False,1327.31,False
398,MCH4077_1,Din LLC,4131.0,Transportation,Sole Proprietor,Jaipur,Rajasthan,2024-09-21 00:00:00,,False,Active,640.73,False,False,False,1225.12,True
1949,MCH4077_2,"Khalsa, Jaggi and Bumb",5812.0,Restaurant,Sole Proprietor,Jaipur,Rajasthan,2023-10-26 00:00:00,,False,Active,583.76,False,False,False,1327.31,True
